word,translation,phonetic,sentence,type_word
in,prep. 在...里面;adv. 进入;在内,"{""uk"": ""ɪn"", ""us"": ""ɪn""}","[{""cn_sentence"":""钥匙在抽屉里。"",""origin_sentence"":""The keys are in the drawer.""},{""cn_sentence"":""她一小时后会到。"",""origin_sentence"":""She will arrive in an hour.""},{""cn_sentence"":""请进。"",""origin_sentence"":""Please come in.""}]"
living room,"n. 客厅, 起居室","{""uk"": ""ˈlɪvɪŋ ruːm"", ""us"": ""ˈlɪvɪŋ rum""}","[{""cn_sentence"":""我们正在客厅看电视。"",""origin_sentence"":""We are watching TV in the living room.""},{""cn_sentence"":""客厅需要打扫了。"",""origin_sentence"":""The living room needs to be cleaned.""},{""cn_sentence"":""请把沙发放在客厅里。"",""origin_sentence"":""Please put the sofa in the living room.""}]"
near,prep.接近;靠近;adj.近的;adv.接近;接近地,"{""uk"": ""nɪə(r)"", ""us"": ""nɪr""}","[{""cn_sentence"":""邮局在图书馆附近。"",""origin_sentence"":""The post office is near the library.""},{""cn_sentence"":""随着考试日期的临近，她感到越来越紧张。"",""origin_sentence"":""As the exam date drew near, she felt more and more nervous.""},{""cn_sentence"":""他住在伦敦附近。"",""origin_sentence"":""He lives near London.""}]"
window,n.窗户;窗口,"{""uk"": ""ˈwɪndəʊ"", ""us"": ""ˈwɪndoʊ""}","[{""cn_sentence"":""请打开窗户。"",""origin_sentence"":""Please open the window.""},{""cn_sentence"":""她朝窗外望去。"",""origin_sentence"":""She looked out of the window.""},{""cn_sentence"":""从窗户往外看风景很美。"",""origin_sentence"":""There is a beautiful view from the window.""}]"
armchair,n.扶手椅,"{""uk"": ""ˈɑːmtʃeə(r)"", ""us"": ""ˈɑːrmrtʃer""}","[{""cn_sentence"":""他正坐在扶手椅上看报纸。"",""origin_sentence"":""He was sitting in the armchair reading a newspaper.""},{""cn_sentence"":""我们为客厅买了一把新扶手椅。"",""origin_sentence"":""We bought a new armchair for the living room.""},{""cn_sentence"":""老猫蜷缩在扶手椅里。"",""origin_sentence"":""The old cat was curled up in the armchair.""}]"
door,n.门;出入口,"{""uk"": ""dɔː(r)"", ""us"": ""dɔːr""}","[{""cn_sentence"":""你能关一下门吗？"",""origin_sentence"":""Could you please close the door?""},{""cn_sentence"":""他敲了三次门。"",""origin_sentence"":""He knocked on the door three times.""},{""cn_sentence"":""通向花园的门开着。"",""origin_sentence"":""The door to the garden was left open.""}]"
picture,n.图画;照片;vt.描绘;想象,"{""uk"": ""ˈpɪktʃə(r)"", ""us"": ""ˈpɪktʃər""}","[{""cn_sentence"":""孩子们画了他们家人的画。"",""origin_sentence"":""The children drew pictures of their families.""},{""cn_sentence"":""她给照片装上框，然后把它挂在墙上。"",""origin_sentence"":""She framed the picture and hung it on the wall.""},{""cn_sentence"":""这本书很好地描绘了古罗马的生活状况。"",""origin_sentence"":""The book gives a good picture of life in ancient Rome.""}]"
wall,n.墙;墙壁;vt.围以墙,"{""uk"": ""wɔːl"", ""us"": ""wɔːl""}","[{""cn_sentence"":""我们把墙漆成了白色。"",""origin_sentence"":""We painted the wall white.""},{""cn_sentence"":""墙上有一道裂缝。"",""origin_sentence"":""There was a crack in the wall.""},{""cn_sentence"":""这座城市被一道防御墙环绕。"",""origin_sentence"":""The city is surrounded by a defensive wall.""}]"
trousers,n.裤子,"{""uk"": ""ˈtraʊzəz"", ""us"": ""ˈtraʊzərz""}","[{""cn_sentence"":""他穿着一条新裤子。"",""origin_sentence"":""He was wearing a new pair of trousers.""},{""cn_sentence"":""这条裤子我穿太长了。"",""origin_sentence"":""These trousers are too long for me.""},{""cn_sentence"":""我需要把我的裤子拿去干洗。"",""origin_sentence"":""I need to get my trousers dry-cleaned.""}]"
bedroom,n.卧室,"{""uk"": ""ˈbedruːm"", ""us"": ""ˈbedruːm""}","[{""cn_sentence"":""我的卧室在二楼。"",""origin_sentence"":""My bedroom is on the second floor.""},{""cn_sentence"":""她正在装饰她的卧室。"",""origin_sentence"":""She is decorating her bedroom.""},{""cn_sentence"":""这栋房子有三间卧室和两个卫生间。"",""origin_sentence"":""The house has three bedrooms and two bathrooms.""}]"
untidy,adj.不整洁的;凌乱的,"{""uk"": ""ʌnˈtaɪdi"", ""us"": ""ʌnˈtaɪdi""}","[{""cn_sentence"":""他的房间总是很乱。"",""origin_sentence"":""His room was always untidy.""},{""cn_sentence"":""她的头发很乱。"",""origin_sentence"":""She has untidy hair.""},{""cn_sentence"":""我无法在如此凌乱的办公室工作。"",""origin_sentence"":""I can't work in such an untidy office.""}]"
must,modal v.必须，必定，一定；n.必须做的事，必不可少的事物,"{""uk"": ""mʌst"", ""us"": ""mʌst""}","[{""cn_sentence"":""你一定很累吧。"",""origin_sentence"":""You must be tired.""},{""cn_sentence"":""我们必须在雨前完成工作。"",""origin_sentence"":""We must get the work finished before it rains.""},{""cn_sentence"":""这本书是所有科幻迷的必读之作。"",""origin_sentence"":""This book is a must for all science-fiction fans.""}]"
air,n.空气，大气；天空；vt.使通风，晾干；播送,"{""uk"": ""eə(r)"", ""us"": ""er""}","[{""cn_sentence"":""我喜欢新鲜空气。"",""origin_sentence"":""I like fresh air.""},{""cn_sentence"":""鸟儿在空中翱翔。"",""origin_sentence"":""The birds are flying in the air.""},{""cn_sentence"":""她每天早上都会给房间通通风。"",""origin_sentence"":""She airs the room every morning.""}]"
put,vt.放，摆；使处于（某种状态）；表达，叙述,"{""uk"": ""pʊt"", ""us"": ""pʊt""}","[{""cn_sentence"":""请把钥匙放在桌子上。"",""origin_sentence"":""Please put the keys on the table.""},{""cn_sentence"":""他把信放进了信封。"",""origin_sentence"":""He put the letter into an envelope.""},{""cn_sentence"":""很难用语言表达我的感受。"",""origin_sentence"":""It's hard to put my feelings into words.""}]"
clothes,n.衣服，服装,"{""uk"": ""kləʊðz"", ""us"": ""kloʊðz""}","[{""cn_sentence"":""她买了一些新衣服。"",""origin_sentence"":""She bought some new clothes.""},{""cn_sentence"":""请把你的脏衣服放进洗衣篮。"",""origin_sentence"":""Please put your dirty clothes in the laundry basket.""},{""cn_sentence"":""他只穿最便宜的衣服。"",""origin_sentence"":""He only wears the cheapest clothes.""}]"
wardrobe,n.衣柜，衣橱；（个人的）全部衣物,"{""uk"": ""ˈwɔːdrəʊb"", ""us"": ""ˈwɔːrdroʊb""}","[{""cn_sentence"":""她站在衣柜前想穿什么。"",""origin_sentence"":""She stood in front of the wardrobe, wondering what to wear.""},{""cn_sentence"":""他把衬衫挂回衣柜里。"",""origin_sentence"":""He hung his shirt back in the wardrobe.""},{""cn_sentence"":""她需要一个更大一点的衣柜来存放她所有的衣服。"",""origin_sentence"":""She needs a bigger wardrobe for all her clothes.""}]"
dust,n.灰尘，尘土；vt.擦去…的灰尘；撒粉于,"{""uk"": ""dʌst"", ""us"": ""dʌst""}","[{""cn_sentence"":""家具上覆盖着一层灰尘。"",""origin_sentence"":""The furniture was covered with a layer of dust.""},{""cn_sentence"":""我每个星期六都打扫房间并掸去灰尘。"",""origin_sentence"":""I clean and dust the room every Saturday.""},{""cn_sentence"":""一阵风卷起地上的灰尘。"",""origin_sentence"":""A gust of wind raised the dust from the ground.""}]"
sweep,v.扫，打扫；席卷；（风、浪等）掠过,"{""uk"": ""swiːp"", ""us"": ""swiːp""}","[{""cn_sentence"":""你能把地板扫一下吗？"",""origin_sentence"":""Could you sweep the floor?""},{""cn_sentence"":""改革浪潮席卷了全国。"",""origin_sentence"":""A wave of reform swept the country.""},{""cn_sentence"":""他的目光扫过房间。"",""origin_sentence"":""His eyes swept across the room.""}]"
read,v.读，阅读；朗读；读起来；理解，解释,"{""uk"": ""riːd"", ""us"": ""riːd""}","[{""cn_sentence"":""我喜欢在睡前读书。"",""origin_sentence"":""I like to read a book before bed.""},{""cn_sentence"":""请大声读这个段落。"",""origin_sentence"":""Please read this paragraph aloud.""},{""cn_sentence"":""这封信读起来像一封告别信。"",""origin_sentence"":""The letter reads like a farewell note.""}]"
sharpen,"vt.削尖,磨快;使敏锐,使尖锐","{""uk"": ""ˈʃɑːpən"", ""us"": ""ˈʃɑːrpən""}","[{""cn_sentence"":""他在考试前削尖了铅笔。"",""origin_sentence"":""He sharpened the pencil before the test.""},{""cn_sentence"":""这场辩论帮助他使自己的论点更加犀利。"",""origin_sentence"":""The debate helped sharpen his arguments.""},{""cn_sentence"":""你需要提升自己的技能以保持竞争力。"",""origin_sentence"":""You need to sharpen your skills to stay competitive.""}]"
put on,"phr.穿上,戴上;上演,演出;增加(体重)","{""uk"": ""pʊt ɒn"", ""us"": ""pʊt ɑːn""}","[{""cn_sentence"":""请穿上你的外套，外面很冷。"",""origin_sentence"":""Please put on your coat, it's cold outside.""},{""cn_sentence"":""剧院下个月将上演一部新戏剧。"",""origin_sentence"":""The theater will put on a new play next month.""},{""cn_sentence"":""我在假期里长胖了一些。"",""origin_sentence"":""I've put on some weight over the holiday.""}]"
take off,phr.脱下(衣物);(飞机等)起飞;休假,"{""uk"": ""teɪk ɒf"", ""us"": ""teɪk ɔːf""}","[{""cn_sentence"":""他脱下鞋子，走进了房子。"",""origin_sentence"":""He took off his shoes and entered the house.""},{""cn_sentence"":""飞机将在十分钟后起飞。"",""origin_sentence"":""The plane will take off in ten minutes.""},{""cn_sentence"":""我下周五要休假去进行一次短途旅行。"",""origin_sentence"":""I'm taking off next Friday for a short trip.""}]"
turn on,phr.打开(电器、水龙头等),"{""uk"": ""tɜːn ɒn"", ""us"": ""tɜːrn ɑːn""}","[{""cn_sentence"":""你能打开灯吗？天变暗了。"",""origin_sentence"":""Could you turn on the lights? It's getting dark.""},{""cn_sentence"":""睡觉前别忘了打开闹钟。"",""origin_sentence"":""Don't forget to turn on the alarm before you go to bed.""},{""cn_sentence"":""他打开水龙头洗手。"",""origin_sentence"":""He turned on the tap to wash his hands.""}]"
turn off,phr.关闭(电器、水龙头等);关掉,"{""uk"": ""tɜːn ɒf"", ""us"": ""tɜːrn ɔːf""}","[{""cn_sentence"":""你看完后请关掉电视。"",""origin_sentence"":""Please turn off the television when you're finished.""},{""cn_sentence"":""我关掉了炉子，因为汤溢出来了。"",""origin_sentence"":""I turned off the stove because the soup was boiling over.""},{""cn_sentence"":""这个消息真的让我很反感。"",""origin_sentence"":""The news really turned me off.""}]"
garden,"n.花园,菜园;vi.从事园艺活动","{""uk"": ""ˈɡɑːdən"", ""us"": ""ˈɡɑːrdən""}","[{""cn_sentence"":""我们房子后面有一个小花园。"",""origin_sentence"":""We have a small garden behind our house.""},{""cn_sentence"":""她喜欢在周末从事园艺。"",""origin_sentence"":""She loves to garden on weekends.""},{""cn_sentence"":""这个植物园有各种各样的植物。"",""origin_sentence"":""The botanical garden has a wide variety of plants.""}]"
under,prep.在...下面;少于;在...状态下;adv.在下面,"{""uk"": ""ˈʌndə(r)"", ""us"": ""ˈʌndər""}","[{""cn_sentence"":""猫躲在床底下。"",""origin_sentence"":""The cat is hiding under the bed.""},{""cn_sentence"":""这些孩子不到12岁，所以他们可以享受折扣。"",""origin_sentence"":""The children are under 12 years old, so they get a discount.""},{""cn_sentence"":""新桥正在建设中。"",""origin_sentence"":""The new bridge is under construction.""}]"
tree,n.树;木料;树状图,"{""uk"": ""triː"", ""us"": ""triː""}","[{""cn_sentence"":""鸟儿在树上歌唱。"",""origin_sentence"":""Birds are singing in the tree.""},{""cn_sentence"":""我们在院子里种了一棵苹果树。"",""origin_sentence"":""We planted an apple tree in the yard.""},{""cn_sentence"":""这幅家族树状图展示了我们所有的祖先。"",""origin_sentence"":""The family tree shows all our ancestors.""}]"
climb,"v.攀登,爬;上升;n.攀登,爬","{""uk"": ""klaɪm"", ""us"": ""klaɪm""}","[{""cn_sentence"":""独自攀登那座山是危险的。"",""origin_sentence"":""It's dangerous to climb that mountain alone.""},{""cn_sentence"":""价格持续上涨。"",""origin_sentence"":""The prices continue to climb.""},{""cn_sentence"":""攀登到山顶花了我们五个小时。"",""origin_sentence"":""The climb to the top took us five hours.""}]"
who,pron.谁;什么人;...的人,"{""uk"": ""huː"", ""us"": ""huː""}","[{""cn_sentence"":""站在门口的那个男人是谁？"",""origin_sentence"":""Who is that man standing by the door?""},{""cn_sentence"":""给你打电话的人留了言。"",""origin_sentence"":""The person who called you left a message.""},{""cn_sentence"":""她就是赢得比赛的那个人。"",""origin_sentence"":""She is the one who won the competition.""}]"
run,vi.跑；流动；经营;vt.跑；管理;n.跑步；趋势,"{""uk"": ""rʌn"", ""us"": ""rʌn""}","[{""cn_sentence"":""我每天早上跑步。"",""origin_sentence"":""I run every morning.""},{""cn_sentence"":""这家公司由他的儿子经营。"",""origin_sentence"":""The company is run by his son.""},{""cn_sentence"":""银行发生了挤兑。"",""origin_sentence"":""There was a run on the bank.""}]"
grass,n.草；草坪;vi.长草,"{""uk"": ""ɡrɑːs"", ""us"": ""ɡræs""}","[{""cn_sentence"":""草是绿色的。"",""origin_sentence"":""The grass is green.""},{""cn_sentence"":""请勿践踏草坪。"",""origin_sentence"":""Keep off the grass.""},{""cn_sentence"":""猫在吃草。"",""origin_sentence"":""The cat is eating grass.""}]"
after,prep.在……之后;adv.后来;conj.在……以后,"{""uk"": ""ˈɑːftə(r)"", ""us"": ""ˈæftər""}","[{""cn_sentence"":""我们午饭后去。"",""origin_sentence"":""We will go after lunch.""},{""cn_sentence"":""他之后很快就到了。"",""origin_sentence"":""He arrived soon after.""},{""cn_sentence"":""我做完工作后就回家了。"",""origin_sentence"":""After I finished my work, I went home.""}]"
across,prep.穿过；在……对面;adv.横过；在对面,"{""uk"": ""əˈkrɒs"", ""us"": ""əˈkrɔːs""}","[{""cn_sentence"":""他走过街。"",""origin_sentence"":""He walked across the street.""},{""cn_sentence"":""图书馆就在马路对面。"",""origin_sentence"":""The library is just across the road.""},{""cn_sentence"":""他们游过了河。"",""origin_sentence"":""They swam across the river.""}]"
cat,n.猫；猫科动物,"{""uk"": ""kæt"", ""us"": ""kæt""}","[{""cn_sentence"":""猫正在沙发上睡觉。"",""origin_sentence"":""The cat is sleeping on the sofa.""},{""cn_sentence"":""我有一只黑猫。"",""origin_sentence"":""I have a black cat.""},{""cn_sentence"":""猫是非常独立的动物。"",""origin_sentence"":""Cats are very independent animals.""}]"
type,n.类型；种类;vt.打字;vi.打字,"{""uk"": ""taɪp"", ""us"": ""taɪp""}","[{""cn_sentence"":""你喜欢什么类型的音乐？"",""origin_sentence"":""What type of music do you like?""},{""cn_sentence"":""请在这里输入你的名字。"",""origin_sentence"":""Please type your name here.""},{""cn_sentence"":""这是一个稀有品种的兰花。"",""origin_sentence"":""This is a rare type of orchid.""}]"
letter,n.信；字母,"{""uk"": ""ˈletə(r)"", ""us"": ""ˈletər""}","[{""cn_sentence"":""我收到了我朋友的一封信。"",""origin_sentence"":""I received a letter from my friend.""},{""cn_sentence"":""单词'apple'有五个字母。"",""origin_sentence"":""The word 'apple' has five letters.""},{""cn_sentence"":""他在学习字母表里的字母。"",""origin_sentence"":""He is learning the letters of the alphabet.""}]"
basket,n.篮子；篮球,"{""uk"": ""ˈbɑːskɪt"", ""us"": ""ˈbæskɪt""}","[{""cn_sentence"":""她把苹果放进了篮子里。"",""origin_sentence"":""She put the apples in the basket.""},{""cn_sentence"":""他在最后一秒投中了一个篮。"",""origin_sentence"":""He scored a basket in the last second.""},{""cn_sentence"":""我们需要一个购物篮。"",""origin_sentence"":""We need a shopping basket.""}]"
eat,vt.吃；腐蚀;vi.进食,"{""uk"": ""iːt"", ""us"": ""iːt""}","[{""cn_sentence"":""我们通常在晚上7点吃晚饭。"",""origin_sentence"":""We usually eat dinner at 7 PM.""},{""cn_sentence"":""不要吃太多糖果。"",""origin_sentence"":""Don't eat too much candy.""},{""cn_sentence"":""你午餐想吃什么？"",""origin_sentence"":""What do you want to eat for lunch?""}]"
bone,n.骨头；骨骼;vt.剔去……的骨,"{""uk"": ""bəʊn"", ""us"": ""boʊn""}","[{""cn_sentence"":""狗正在啃一根骨头。"",""origin_sentence"":""The dog is chewing on a bone.""},{""cn_sentence"":""他胳膊里的一根骨头断了。"",""origin_sentence"":""He broke a bone in his arm.""},{""cn_sentence"":""这种鱼有很多小刺。"",""origin_sentence"":""This fish has many small bones.""}]"
tooth,n.牙齿,"{""uk"": ""tuːθ"", ""us"": ""tuːθ""}","[{""cn_sentence"":""每天刷两次牙。"",""origin_sentence"":""Brush your teeth twice a day.""},{""cn_sentence"":""那个小女孩有颗松动的牙齿。"",""origin_sentence"":""The little girl has a loose tooth.""},{""cn_sentence"":""他有一颗锋利的牙齿。"",""origin_sentence"":""He has a sharp tooth.""}]"
cook,"v.烹饪,煮;n.厨师","{""uk"": ""kʊk"", ""us"": ""kʊk""}","[{""cn_sentence"":""我会做简单的饭菜。"",""origin_sentence"":""I can cook simple meals.""},{""cn_sentence"":""我爸爸是个很棒的厨师。"",""origin_sentence"":""My father is a great cook.""},{""cn_sentence"":""她正在为家人做晚饭。"",""origin_sentence"":""She is cooking dinner for the family.""}]"
milk,n.牛奶;v.挤奶,"{""uk"": ""mɪlk"", ""us"": ""mɪlk""}","[{""cn_sentence"":""你的咖啡里要加些牛奶吗？"",""origin_sentence"":""Would you like some milk in your coffee?""},{""cn_sentence"":""农夫早起给奶牛挤奶。"",""origin_sentence"":""The farmer gets up early to milk the cows.""},{""cn_sentence"":""儿童需要喝牛奶来强壮骨骼。"",""origin_sentence"":""Children need to drink milk for strong bones.""}]"
meal,"n.一餐,一顿饭","{""uk"": ""miːl"", ""us"": ""miːl""}","[{""cn_sentence"":""我们吃了一顿美味的饭。"",""origin_sentence"":""We had a delicious meal.""},{""cn_sentence"":""早餐是一天中最重要的一餐。"",""origin_sentence"":""Breakfast is the most important meal of the day.""},{""cn_sentence"":""请慢用。"",""origin_sentence"":""Enjoy your meal.""}]"
drink,"v.喝,饮;n.饮料,酒","{""uk"": ""drɪŋk"", ""us"": ""drɪŋk""}","[{""cn_sentence"":""不要酒后驾车。"",""origin_sentence"":""Don't drink and drive.""},{""cn_sentence"":""你想喝杯冷饮吗？"",""origin_sentence"":""Would you like a cold drink?""},{""cn_sentence"":""他喝了一杯水。"",""origin_sentence"":""He drank a glass of water.""}]"
tap,"n.水龙头,轻叩;v.轻敲,利用","{""uk"": ""tæp"", ""us"": ""tæp""}","[{""cn_sentence"":""水龙头在滴水。"",""origin_sentence"":""The tap is dripping.""},{""cn_sentence"":""他轻轻拍了拍我的肩膀。"",""origin_sentence"":""He gave me a tap on the shoulder.""},{""cn_sentence"":""我们需要开拓新市场。"",""origin_sentence"":""We need to tap into new markets.""}]"
day,"n.一天,白天","{""uk"": ""deɪ"", ""us"": ""deɪ""}","[{""cn_sentence"":""今天是星期几？"",""origin_sentence"":""What day is it today?""},{""cn_sentence"":""我每天工作八小时。"",""origin_sentence"":""I work eight hours a day.""},{""cn_sentence"":""她用一整天的时间读书。"",""origin_sentence"":""She spends her day reading.""}]"
cloud,"n.云,云朵","{""uk"": ""klaʊd"", ""us"": ""klaʊd""}","[{""cn_sentence"":""天空中布满乌云。"",""origin_sentence"":""The sky is full of dark clouds.""},{""cn_sentence"":""一小片云飘过。"",""origin_sentence"":""A small cloud drifted by.""},{""cn_sentence"":""黑暗中总有一线光明（守得云开见月明）。"",""origin_sentence"":""Every cloud has a silver lining.""}]"
sky,"n.天空,苍穹","{""uk"": ""skaɪ"", ""us"": ""skaɪ""}","[{""cn_sentence"":""天空湛蓝晴朗。"",""origin_sentence"":""The sky is blue and clear.""},{""cn_sentence"":""我们凝望着夜空中的星星。"",""origin_sentence"":""We watched the stars in the night sky.""},{""cn_sentence"":""一架飞机划过天空。"",""origin_sentence"":""A plane flew across the sky.""}]"
sun,n.太阳；恒星,"{""uk"": ""sʌn"", ""us"": ""sʌn""}","[{""cn_sentence"":""太阳明亮地照耀着。"",""origin_sentence"":""The sun is shining brightly.""},{""cn_sentence"":""不要直视太阳。"",""origin_sentence"":""Don't look directly at the sun.""},{""cn_sentence"":""地球围绕太阳转。"",""origin_sentence"":""The earth revolves around the sun.""}]"
shine,v.照耀；擦亮；出众；n.光泽；晴天,"{""uk"": ""ʃaɪn"", ""us"": ""ʃaɪn""}","[{""cn_sentence"":""星星在夜晚闪耀。"",""origin_sentence"":""The stars shine at night.""},{""cn_sentence"":""他把皮鞋擦得锃亮。"",""origin_sentence"":""He shined his leather shoes.""},{""cn_sentence"":""她的眼睛里闪烁着喜悦的光芒。"",""origin_sentence"":""Her eyes shone with joy.""}]"
with,prep.和...一起；用；具有；关于,"{""uk"": ""wɪð"", ""us"": ""wɪð""}","[{""cn_sentence"":""我和我的家人住在一起。"",""origin_sentence"":""I live with my family.""},{""cn_sentence"":""请用这支笔写。"",""origin_sentence"":""Please write with this pen.""},{""cn_sentence"":""那个穿红帽子的男人是我叔叔。"",""origin_sentence"":""The man with the red hat is my uncle.""}]"
family,n.家庭；家族；子女；adj.家庭的,"{""uk"": ""ˈfæməli"", ""us"": ""ˈfæməli""}","[{""cn_sentence"":""她有一个大家庭。"",""origin_sentence"":""She has a large family.""},{""cn_sentence"":""家庭支持非常重要。"",""origin_sentence"":""Family support is very important.""},{""cn_sentence"":""这张是我们的全家福。"",""origin_sentence"":""This is our family photo.""}]"
walk,v.走，步行；散步；n.散步；步行,"{""uk"": ""wɔːk"", ""us"": ""wɔːk""}","[{""cn_sentence"":""我们晚饭后去公园散步吧。"",""origin_sentence"":""Let's go for a walk in the park after dinner.""},{""cn_sentence"":""我每天走路去上班。"",""origin_sentence"":""I walk to work every day.""},{""cn_sentence"":""从这儿到邮局步行只需五分钟。"",""origin_sentence"":""It's a five-minute walk from here to the post office.""}]"
over,prep.在...上方；越过；关于；adv.结束；adj.结束的,"{""uk"": ""ˈəʊvə(r)"", ""us"": ""ˈoʊvər""}","[{""cn_sentence"":""飞机飞越了城市上空。"",""origin_sentence"":""The plane flew over the city.""},{""cn_sentence"":""会议结束了。"",""origin_sentence"":""The meeting is over.""},{""cn_sentence"":""他正在和医生谈论他的病情。"",""origin_sentence"":""He is talking to the doctor over his illness.""}]"
bridge,n.桥；桥梁；桥牌；vt.架桥于...之上；弥合,"{""uk"": ""brɪdʒ"", ""us"": ""brɪdʒ""}","[{""cn_sentence"":""我们开车穿过那座桥。"",""origin_sentence"":""We drove across the bridge.""},{""cn_sentence"":""他们试图弥合两国之间的分歧。"",""origin_sentence"":""They tried to bridge the gap between the two countries.""},{""cn_sentence"":""这座桥已经有一百多年的历史了。"",""origin_sentence"":""This bridge is more than a hundred years old.""}]"
boat,n.小船；vi.划船；乘船,"{""uk"": ""bəʊt"", ""us"": ""boʊt""}","[{""cn_sentence"":""我们租了一条船在湖上钓鱼。"",""origin_sentence"":""We rented a boat to fish on the lake.""},{""cn_sentence"":""他想学如何划船。"",""origin_sentence"":""He wants to learn how to boat.""},{""cn_sentence"":""那艘小船在水中轻轻摇曳。"",""origin_sentence"":""The small boat bobbed gently on the water.""}]"
river,n.河；江,"{""uk"": ""ˈrɪvə(r)"", ""us"": ""ˈrɪvər""}","[{""cn_sentence"":""这条河汇入大海。"",""origin_sentence"":""This river flows into the sea.""},{""cn_sentence"":""我们可以看到河对岸的村庄。"",""origin_sentence"":""We can see the village on the other side of the river.""},{""cn_sentence"":""尼罗河是世界上最长的河流。"",""origin_sentence"":""The Nile River is the longest river in the world.""}]"
ship,n.船；舰；vt.运送；用船装运,"{""uk"": ""ʃɪp"", ""us"": ""ʃɪp""}","[{""cn_sentence"":""那艘巨轮驶离了港口。"",""origin_sentence"":""The large ship left the port.""},{""cn_sentence"":""我们将在明天为您发货。"",""origin_sentence"":""We will ship your order tomorrow.""},{""cn_sentence"":""他年轻时曾在商船上工作。"",""origin_sentence"":""He worked on a merchant ship when he was young.""}]"
aeroplane,n.飞机,"{""uk"": ""ˈeərəpleɪn"", ""us"": ""ˈerəpleɪn""}","[{""cn_sentence"":""飞机高飞入云。"",""origin_sentence"":""The aeroplane soared through the clouds.""},{""cn_sentence"":""他预订了飞往伦敦的早班飞机票。"",""origin_sentence"":""He booked a ticket on the morning aeroplane to London.""},{""cn_sentence"":""第一次飞机飞行是一次历史性事件。"",""origin_sentence"":""The first aeroplane flight was a historic event.""}]"
fly,vi.飞； vt.驾驶（飞机）；n.苍蝇,"{""uk"": ""flaɪ"", ""us"": ""flaɪ""}","[{""cn_sentence"":""我想学开飞机。"",""origin_sentence"":""I want to learn how to fly a plane.""},{""cn_sentence"":""一只苍蝇在房间里嗡嗡叫。"",""origin_sentence"":""A fly is buzzing around the room.""},{""cn_sentence"":""玩得开心的时候，时间过得飞快。"",""origin_sentence"":""Time flies when you're having fun.""}]"
sleep,v./n.睡觉；睡眠,"{""uk"": ""sliːp"", ""us"": ""sliːp""}","[{""cn_sentence"":""我需要睡会儿觉。"",""origin_sentence"":""I need to get some sleep.""},{""cn_sentence"":""婴儿睡得很沉。"",""origin_sentence"":""The baby is sleeping soundly.""},{""cn_sentence"":""良好的睡眠对你的健康很重要。"",""origin_sentence"":""A good night's sleep is important for your health.""}]"
shave,v.剃，刮,"{""uk"": ""ʃeɪv"", ""us"": ""ʃeɪv""}","[{""cn_sentence"":""我父亲每天早上都刮胡子。"",""origin_sentence"":""My father shaves every morning.""},{""cn_sentence"":""他决定把胡子刮掉。"",""origin_sentence"":""He decided to shave off his beard.""},{""cn_sentence"":""刮胡子时小心别割到自己。"",""origin_sentence"":""Be careful not to cut yourself when you shave.""}]"
cry,v.哭，叫喊；n.哭声,"{""uk"": ""kraɪ"", ""us"": ""kraɪ""}","[{""cn_sentence"":""那个婴儿开始哭了。"",""origin_sentence"":""The baby started to cry.""},{""cn_sentence"":""她发出了一声惊叫。"",""origin_sentence"":""She let out a cry of surprise.""},{""cn_sentence"":""不要为打翻的牛奶而哭泣。"",""origin_sentence"":""Don't cry over spilled milk.""}]"
wash,v.洗；n.洗涤,"{""uk"": ""wɒʃ"", ""us"": ""wɑːʃ""}","[{""cn_sentence"":""你能帮我洗碗吗？"",""origin_sentence"":""Could you help me wash the dishes?""},{""cn_sentence"":""这辆车需要好好洗一下了。"",""origin_sentence"":""The car needs a good wash.""},{""cn_sentence"":""饭前我要洗手。"",""origin_sentence"":""I'll wash my hands before dinner.""}]"
wait,v.等待，等候,"{""uk"": ""weɪt"", ""us"": ""weɪt""}","[{""cn_sentence"":""我们不得不等了一个小时。"",""origin_sentence"":""We had to wait for an hour.""},{""cn_sentence"":""请在这里稍等片刻。"",""origin_sentence"":""Please wait here for a moment.""},{""cn_sentence"":""好事多磨。"",""origin_sentence"":""Good things come to those who wait.""}]"
jump,v./n.跳，跳跃,"{""uk"": ""dʒʌmp"", ""us"": ""dʒʌmp""}","[{""cn_sentence"":""这只猫可以跳得很高。"",""origin_sentence"":""The cat can jump very high.""},{""cn_sentence"":""他跳过了那个水坑。"",""origin_sentence"":""He made a jump over the puddle.""},{""cn_sentence"":""孩子们喜欢上蹿下跳。"",""origin_sentence"":""The children like to jump up and down.""}]"
photograph,n.照片；v.为...拍照,"{""uk"": ""ˈfəʊtəɡrɑːf"", ""us"": ""ˈfoʊtəɡræf""}","[{""cn_sentence"":""她拍了一张美丽的日落照片。"",""origin_sentence"":""She took a beautiful photograph of the sunset.""},{""cn_sentence"":""这是我最喜欢的照片。"",""origin_sentence"":""This is my favorite photograph.""},{""cn_sentence"":""他请我为他的婚礼拍照。"",""origin_sentence"":""He asked me to photograph his wedding.""}]"
village,n.村庄，乡村,"{""uk"": ""ˈvɪlɪdʒ"", ""us"": ""ˈvɪlɪdʒ""}","[{""cn_sentence"":""他在一个小村庄里长大。"",""origin_sentence"":""He grew up in a small village.""},{""cn_sentence"":""这个村庄有一座美丽的教堂。"",""origin_sentence"":""The village has a beautiful church.""},{""cn_sentence"":""我们开车穿过了几个风景如画的村庄。"",""origin_sentence"":""We drove through several picturesque villages.""}]"
